timestamp,tempo_resposta,status,taxa_erro,disponibilidade
2025-11-18 20:02:34.273594,0.83,200,1.28,95.48
2025-11-18 20:01:34.273597,2.48,500,3.27,91.98
2025-11-18 20:00:34.273599,2.83,200,0.09,95.87
2025-11-18 19:59:34.273602,2.51,200,8.04,99.59
2025-11-18 19:58:34.273604,1.34,200,3.49,98.18
2025-11-18 19:57:34.273607,1.23,200,4.46,99.03
2025-11-18 19:56:34.273609,2.28,200,2.48,96.29
2025-11-18 19:55:34.273611,2.2,500,3.38,95.82
2025-11-18 19:54:34.273614,1.33,200,4.81,99.83
2025-11-18 19:53:34.273616,0.52,200,2.69,98.07
2025-11-18 19:52:34.273619,2.86,200,1.46,94.33
2025-11-18 19:51:34.273621,1.41,200,8.09,94.28
2025-11-18 19:50:34.273624,2.51,200,0.94,94.97
2025-11-18 19:49:34.273626,1.63,500,0.4,90.49
2025-11-18 19:48:34.273629,1.15,500,9.28,95.13
2025-11-18 19:47:34.273631,2.98,500,4.28,98.02
2025-11-18 19:46:34.273634,1.54,200,3.13,98.35
2025-11-18 19:45:34.273636,2.41,200,0.56,98.96
2025-11-18 19:44:34.273639,0.44,200,2.15,95.43
2025-11-18 19:43:34.273641,2.86,200,5.84,91.94
2025-11-18 19:42:34.273644,2.06,200,4.58,93.25
2025-11-18 19:41:34.273646,2.91,500,5.88,92.38
2025-11-18 19:40:34.273649,2.94,200,2.55,93.11
2025-11-18 19:39:34.273651,1.66,200,7.48,92.86
2025-11-18 19:38:34.273654,1.06,200,1.78,93.2
2025-11-18 19:37:34.273656,1.62,200,5.08,93.73
2025-11-18 19:36:34.273659,1.38,500,3.42,98.52
2025-11-18 19:35:34.273662,1.81,200,2.18,93.48
2025-11-18 19:34:34.273664,2.72,200,9.21,93.38
2025-11-18 19:33:34.273667,0.22,200,6.39,91.0
2025-11-18 19:32:34.273670,0.12,500,1.3,98.98
2025-11-18 19:31:34.273672,2.11,200,7.35,95.65
2025-11-18 19:30:34.273675,2.82,200,9.92,93.89
2025-11-18 19:29:34.273682,1.94,200,0.99,92.52
2025-11-18 19:28:34.273684,0.81,200,8.5,99.41
2025-11-18 19:27:34.273687,1.9,200,7.09,92.49
2025-11-18 19:26:34.273689,0.14,200,7.19,93.04
2025-11-18 19:25:34.273692,0.5,200,8.2,97.71
2025-11-18 19:24:34.273694,2.61,200,3.57,98.79
2025-11-18 19:23:34.273697,2.49,200,2.38,90.67
2025-11-18 19:22:34.273700,2.66,200,8.77,95.23
2025-11-18 19:21:34.273702,2.42,200,7.34,94.4
2025-11-18 19:20:34.273705,1.37,500,6.02,90.81
2025-11-18 19:19:34.273707,0.74,200,8.23,97.33
2025-11-18 19:18:34.273710,1.82,200,0.95,95.45
2025-11-18 19:17:34.273712,2.37,200,0.69,96.6
2025-11-18 19:16:34.273714,2.44,200,7.29,95.95
2025-11-18 19:15:34.273717,2.41,500,8.73,98.84
2025-11-18 19:14:34.273720,2.53,200,5.34,99.86
2025-11-18 19:13:34.273722,2.52,200,7.97,93.35
2025-11-18 19:12:34.273725,2.14,200,0.09,96.08
2025-11-18 19:11:34.273728,0.23,500,2.07,91.81
2025-11-18 19:10:34.273731,0.9,200,5.48,95.57
2025-11-18 19:09:34.273733,0.3,500,5.69,96.28
2025-11-18 19:08:34.273736,1.34,200,4.82,91.84
2025-11-18 19:07:34.273738,1.56,500,1.34,99.55
2025-11-18 19:06:34.273741,0.64,200,3.37,91.79
2025-11-18 19:05:34.273743,0.38,200,7.49,96.9
2025-11-18 19:04:34.273746,1.94,200,7.56,99.55
2025-11-18 19:03:34.273749,2.95,200,1.18,96.58
2025-11-18 19:02:34.273751,1.88,200,3.91,95.88
2025-11-18 19:01:34.273754,1.91,200,5.29,90.52
2025-11-18 19:00:34.273756,0.44,200,5.63,90.29
2025-11-18 18:59:34.273759,1.21,200,5.08,96.53
2025-11-18 18:58:34.273762,0.49,500,2.25,99.47
2025-11-18 18:57:34.273764,2.12,200,4.34,92.71
2025-11-18 18:56:34.273767,1.41,200,6.05,98.33
2025-11-18 18:55:34.273769,2.49,200,6.67,92.02
2025-11-18 18:54:34.273771,2.79,200,1.54,98.74
2025-11-18 18:53:34.273774,1.98,200,0.25,99.55
2025-11-18 18:52:34.273776,1.87,200,6.35,93.31
2025-11-18 18:51:34.273779,0.99,200,7.12,95.44
2025-11-18 18:50:34.273781,1.5,200,0.94,97.25
2025-11-18 18:49:34.273783,2.33,200,8.21,97.78
2025-11-18 18:48:34.273786,0.91,200,1.08,91.17
2025-11-18 18:47:34.273788,1.4,200,1.23,92.24
2025-11-18 18:46:34.273791,1.56,200,1.4,94.71
2025-11-18 18:45:34.273794,0.88,200,0.23,96.22
2025-11-18 18:44:34.273796,1.02,200,7.3,92.33
2025-11-18 18:43:34.273799,2.93,500,5.25,92.56
2025-11-18 18:42:34.273801,0.94,500,2.73,99.87
2025-11-18 18:41:34.273804,1.89,200,6.82,90.81
2025-11-18 18:40:34.273806,1.64,200,4.6,96.02
2025-11-18 18:39:34.273809,2.39,500,8.88,91.01
2025-11-18 18:38:34.273811,1.93,200,0.23,90.33
2025-11-18 18:37:34.273814,2.54,500,0.25,95.63
2025-11-18 18:36:34.273816,1.77,200,5.89,98.25
2025-11-18 18:35:34.273819,1.41,200,3.91,92.43
2025-11-18 18:34:34.273821,2.2,200,0.24,97.9
2025-11-18 18:33:34.273824,2.9,200,7.75,96.7
2025-11-18 18:32:34.273826,1.31,200,9.62,93.53
2025-11-18 18:31:34.273829,2.37,500,5.39,98.67
2025-11-18 18:30:34.273832,1.78,200,3.33,99.37
2025-11-18 18:29:34.273834,1.51,200,4.68,95.3
2025-11-18 18:28:34.273837,2.06,500,0.73,98.1
2025-11-18 18:27:34.273839,1.33,500,0.97,91.02
2025-11-18 18:26:34.273842,1.53,200,2.86,91.29
2025-11-18 18:25:34.273844,1.47,500,2.19,98.31
2025-11-18 18:24:34.273847,0.79,200,7.72,91.38
2025-11-18 18:23:34.273849,0.53,200,4.36,93.27
2025-11-18 18:22:34.273852,0.73,500,4.17,90.26
2025-11-18 18:21:34.273854,1.01,200,0.97,97.68
2025-11-18 18:20:34.273857,2.68,200,9.87,92.35
2025-11-18 18:19:34.273860,1.95,200,7.77,95.84
2025-11-18 18:18:34.273862,1.7,200,6.45,97.84
2025-11-18 18:17:34.273865,1.54,500,8.51,97.19
2025-11-18 18:16:34.273867,1.67,500,6.73,92.88
2025-11-18 18:15:34.273870,2.22,200,5.16,92.31
2025-11-18 18:14:34.273872,2.1,200,0.21,98.14
2025-11-18 18:13:34.273875,2.27,200,1.1,95.16
2025-11-18 18:12:34.273878,2.43,200,6.83,91.44
2025-11-18 18:11:34.273880,1.15,200,1.64,90.44
2025-11-18 18:10:34.273883,2.3,200,6.75,98.4
2025-11-18 18:09:34.273885,0.66,200,7.6,94.58
2025-11-18 18:08:34.273887,2.89,200,9.24,99.35
2025-11-18 18:07:34.273890,0.58,200,5.78,91.96
2025-11-18 18:06:34.273892,0.12,200,8.41,95.28
2025-11-18 18:05:34.273895,1.37,200,4.59,94.11
2025-11-18 18:04:34.273897,0.53,200,8.29,90.6
2025-11-18 18:03:34.273900,1.46,200,5.7,97.94
2025-11-18 18:02:34.273902,2.98,200,8.96,99.54
2025-11-18 18:01:34.273905,0.19,200,7.78,98.27
2025-11-18 18:00:34.273907,0.62,500,4.53,94.01
2025-11-18 17:59:34.273910,2.77,500,6.13,90.51
2025-11-18 17:58:34.273912,2.29,500,0.95,96.63
2025-11-18 17:57:34.273915,2.44,200,2.7,99.39
2025-11-18 17:56:34.273917,1.34,200,9.39,94.55
2025-11-18 17:55:34.273920,2.8,500,7.9,90.14
2025-11-18 17:54:34.273923,0.8,200,3.0,95.02
2025-11-18 17:53:34.273925,0.23,200,3.41,91.87
2025-11-18 17:52:34.273928,1.19,200,1.77,92.58
2025-11-18 17:51:34.273931,2.48,200,2.61,93.32
2025-11-18 17:50:34.273933,1.1,200,4.17,98.44
2025-11-18 17:49:34.273936,0.92,200,6.72,93.68
2025-11-18 17:48:34.273938,1.25,200,2.2,94.04
2025-11-18 17:47:34.273941,1.59,200,7.02,91.04
2025-11-18 17:46:34.273943,2.54,200,0.06,93.92
2025-11-18 17:45:34.273946,1.25,200,5.6,91.79
2025-11-18 17:44:34.273948,2.66,200,7.02,92.89
2025-11-18 17:43:34.273951,0.95,200,2.01,90.87
2025-11-18 17:42:34.273953,0.29,500,6.31,96.32
2025-11-18 17:41:34.273956,2.19,200,9.22,94.35
2025-11-18 17:40:34.273959,1.25,200,4.34,95.99
2025-11-18 17:39:34.273961,2.47,500,5.15,97.35
2025-11-18 17:38:34.273964,0.98,200,8.95,99.32
2025-11-18 17:37:34.273966,0.81,200,0.5,99.45
2025-11-18 17:36:34.273969,0.97,200,6.3,95.81
2025-11-18 17:35:34.273971,2.19,200,7.45,94.7
2025-11-18 17:34:34.273974,0.86,200,0.56,94.01
2025-11-18 17:33:34.273977,0.27,200,3.08,92.88
2025-11-18 17:32:34.273979,1.79,200,8.95,96.67
2025-11-18 17:31:34.273982,2.36,200,7.68,99.79
2025-11-18 17:30:34.273984,2.83,200,3.41,90.56
2025-11-18 17:29:34.273987,0.13,500,1.81,90.46
2025-11-18 17:28:34.273989,1.87,200,5.48,97.36
2025-11-18 17:27:34.273992,0.79,500,7.1,90.23
2025-11-18 17:26:34.273994,0.3,200,9.0,95.52
2025-11-18 17:25:34.273997,0.95,200,7.77,99.89
2025-11-18 17:24:34.274000,2.46,500,5.89,99.4
2025-11-18 17:23:34.274003,1.69,200,9.12,97.97
2025-11-18 17:22:34.274006,2.38,200,4.7,94.5
2025-11-18 17:21:34.274008,0.49,200,1.21,90.47
2025-11-18 17:20:34.274011,2.68,500,8.04,96.48
2025-11-18 17:19:34.274014,1.9,200,6.13,99.05
2025-11-18 17:18:34.274016,0.15,200,2.28,91.15
2025-11-18 17:17:34.274019,0.35,200,0.72,91.41
2025-11-18 17:16:34.274021,1.29,200,2.98,95.02
2025-11-18 17:15:34.274024,1.19,200,1.32,95.67
2025-11-18 17:14:34.274026,0.8,500,1.26,93.21
2025-11-18 17:13:34.274029,1.5,500,9.29,90.1
2025-11-18 17:12:34.274031,2.72,200,7.01,99.53
2025-11-18 17:11:34.274034,1.51,500,6.83,99.76
2025-11-18 17:10:34.274036,0.79,500,3.45,90.11
2025-11-18 17:09:34.274039,2.42,200,2.86,92.11
2025-11-18 17:08:34.274041,1.09,200,9.47,92.08
2025-11-18 17:07:34.274044,2.01,200,8.32,93.27
2025-11-18 17:06:34.274046,1.96,200,0.05,91.68
2025-11-18 17:05:34.274049,0.96,500,5.16,94.5
2025-11-18 17:04:34.274051,2.77,500,0.94,92.67
2025-11-18 17:03:34.274054,1.0,200,0.43,94.21
2025-11-18 17:02:34.274057,1.86,200,1.33,97.34
2025-11-18 17:01:34.274059,1.26,500,1.12,99.06
2025-11-18 17:00:34.274062,0.16,200,9.14,96.27
2025-11-18 16:59:34.274064,0.53,200,7.48,99.84
2025-11-18 16:58:34.274067,0.21,500,2.73,93.41
2025-11-18 16:57:34.274069,1.45,200,6.61,93.07
2025-11-18 16:56:34.274072,1.72,200,1.78,92.84
2025-11-18 16:55:34.274074,0.95,200,3.36,95.22
2025-11-18 16:54:34.274077,1.33,200,8.07,92.15
2025-11-18 16:53:34.274079,2.78,200,3.58,99.11
2025-11-18 16:52:34.274082,1.6,500,6.61,98.86
2025-11-18 16:51:34.274084,2.45,200,0.15,96.37
2025-11-18 16:50:34.274087,1.02,200,8.49,91.84
2025-11-18 16:49:34.274089,2.09,200,1.03,98.47
2025-11-18 16:48:34.274092,0.33,500,3.63,93.99
2025-11-18 16:47:34.274094,2.54,500,6.46,92.71
2025-11-18 16:46:34.274097,0.35,200,7.67,91.57
2025-11-18 16:45:34.274102,2.66,500,5.38,95.75
2025-11-18 16:44:34.274140,0.61,500,1.71,93.06
2025-11-18 16:43:34.274143,1.61,200,1.68,90.16
2025-11-18 16:42:34.274145,0.12,200,4.6,93.93
2025-11-18 16:41:34.274148,1.09,200,6.63,99.24
2025-11-18 16:40:34.274150,1.83,200,5.36,93.89
2025-11-18 16:39:34.274156,0.63,500,8.94,97.13
2025-11-18 16:38:34.274158,0.79,200,6.51,90.27
2025-11-18 16:37:34.274161,1.18,200,5.61,90.65
2025-11-18 16:36:34.274163,0.68,200,4.66,98.55
2025-11-18 16:35:34.274166,1.61,200,1.52,96.12
2025-11-18 16:34:34.274169,1.48,200,7.95,96.59
2025-11-18 16:33:34.274172,0.46,200,3.52,99.86
2025-11-18 16:32:34.274175,0.76,200,6.97,97.44
2025-11-18 16:31:34.274178,0.35,500,6.93,96.83
2025-11-18 16:30:34.274181,1.15,200,1.13,93.02
2025-11-18 16:29:34.274184,2.1,200,2.38,96.98
2025-11-18 16:28:34.274189,0.26,200,1.66,92.14
2025-11-18 16:27:34.274192,2.14,200,4.05,97.29
2025-11-18 16:26:34.274195,1.27,200,6.01,90.96
2025-11-18 16:25:34.274198,2.6,200,0.08,96.72
2025-11-18 16:24:34.274200,0.21,200,7.57,94.78
2025-11-18 16:23:34.274203,2.83,200,9.35,95.19
2025-11-18 16:22:34.274206,0.63,200,9.68,99.89
2025-11-18 16:21:34.274208,0.52,200,8.21,93.21
2025-11-18 16:20:34.274211,0.39,200,8.36,97.89
2025-11-18 16:19:34.274214,0.69,200,3.68,98.77
2025-11-18 16:18:34.274216,0.52,200,1.56,99.31
2025-11-18 16:17:34.274219,0.95,200,9.26,97.14
2025-11-18 16:16:34.274221,1.43,200,2.48,97.59
2025-11-18 16:15:34.274224,2.52,200,7.4,90.42
2025-11-18 16:14:34.274227,0.55,200,7.14,96.74
2025-11-18 16:13:34.274229,1.48,200,6.05,98.44
2025-11-18 16:12:34.274232,1.04,200,9.61,94.48
2025-11-18 16:11:34.274235,2.67,200,1.06,92.14
2025-11-18 16:10:34.274237,1.8,200,3.5,97.66
2025-11-18 16:09:34.274240,0.56,200,5.13,94.7
2025-11-18 16:08:34.274243,2.61,500,4.73,91.08
2025-11-18 16:07:34.274245,2.19,500,3.85,92.72
2025-11-18 16:06:34.274248,0.74,200,7.42,91.58
2025-11-18 16:05:34.274251,1.0,200,0.08,98.14
2025-11-18 16:04:34.274254,1.04,200,8.93,99.57
2025-11-18 16:03:34.274256,0.72,500,6.33,93.87
2025-11-18 16:02:34.274259,2.93,200,8.52,95.47
2025-11-18 16:01:34.274262,0.94,200,0.14,93.74
2025-11-18 16:00:34.274265,1.44,200,7.86,97.2
2025-11-18 15:59:34.274268,0.4,200,9.46,96.86
2025-11-18 15:58:34.274271,2.31,200,6.17,90.54
2025-11-18 15:57:34.274274,0.13,200,8.47,93.28
2025-11-18 15:56:34.274280,2.06,200,3.75,93.46
2025-11-18 15:55:34.274283,1.24,200,3.07,99.63
2025-11-18 15:54:34.274285,1.28,200,5.16,96.37
2025-11-18 15:53:34.274288,1.56,200,8.25,96.72
2025-11-18 15:52:34.274291,1.19,200,6.1,96.86
2025-11-18 15:51:34.274293,1.44,200,1.53,95.28
2025-11-18 15:50:34.274296,0.15,200,4.68,90.57
2025-11-18 15:49:34.274299,2.44,200,8.36,92.04
2025-11-18 15:48:34.274302,0.53,200,6.3,96.47
2025-11-18 15:47:34.274305,0.99,200,7.67,99.33
2025-11-18 15:46:34.274307,0.13,500,2.41,90.0
2025-11-18 15:45:34.274310,0.7,200,8.82,95.33
2025-11-18 15:44:34.274313,2.53,200,8.12,99.3
2025-11-18 15:43:34.274316,1.32,200,5.33,92.77
2025-11-18 15:42:34.274319,0.22,500,8.07,97.85
2025-11-18 15:41:34.274321,2.83,200,4.43,98.08
2025-11-18 15:40:34.274324,0.71,200,4.11,90.85
2025-11-18 15:39:34.274327,0.61,200,4.6,91.31
2025-11-18 15:38:34.274329,0.9,200,1.24,91.56
2025-11-18 15:37:34.274332,2.42,200,8.13,94.64
2025-11-18 15:36:34.274334,2.14,200,7.91,96.1
2025-11-18 15:35:34.274337,1.33,500,6.02,91.04
2025-11-18 15:34:34.274340,2.01,200,9.16,90.88
2025-11-18 15:33:34.274342,0.3,200,7.42,99.82
2025-11-18 15:32:34.274345,0.37,200,3.08,97.47
2025-11-18 15:31:34.274347,1.3,500,9.67,95.59
2025-11-18 15:30:34.274350,2.54,500,2.71,98.65
2025-11-18 15:29:34.274352,0.25,200,3.67,91.25
2025-11-18 15:28:34.274355,0.32,200,7.31,98.31
2025-11-18 15:27:34.274358,2.27,200,2.93,92.9
2025-11-18 15:26:34.274360,1.19,200,3.0,97.42
2025-11-18 15:25:34.274365,2.9,200,1.69,92.72
2025-11-18 15:24:34.274368,0.49,500,6.42,90.86
2025-11-18 15:23:34.274371,1.61,200,7.69,96.6
2025-11-18 15:22:34.274374,0.4,200,5.64,94.52
2025-11-18 15:21:34.274376,1.66,500,9.98,99.17
2025-11-18 15:20:34.274378,1.85,200,1.33,92.28
2025-11-18 15:19:34.274381,0.15,200,1.28,94.06
2025-11-18 15:18:34.274384,1.4,200,0.06,94.81
2025-11-18 15:17:34.274386,0.67,200,2.7,97.93
2025-11-18 15:16:34.274389,1.81,200,9.53,99.47
2025-11-18 15:15:34.274392,2.44,200,4.45,97.59
2025-11-18 15:14:34.274397,1.02,200,8.18,99.67
2025-11-18 15:13:34.274399,1.9,200,8.18,93.65
2025-11-18 15:12:34.274402,2.69,200,9.46,92.17
2025-11-18 15:11:34.274405,2.05,500,9.48,97.87
2025-11-18 15:10:34.274407,1.48,200,4.57,90.6
2025-11-18 15:09:34.274410,1.95,200,2.41,94.91
2025-11-18 15:08:34.274413,1.57,200,8.2,96.02
2025-11-18 15:07:34.274415,2.57,200,9.46,99.9
2025-11-18 15:06:34.274418,2.18,200,7.84,92.62
2025-11-18 15:05:34.274420,0.96,200,9.17,98.44
2025-11-18 15:04:34.274423,1.19,200,4.27,99.71
2025-11-18 15:03:34.274425,0.64,200,7.56,98.8
2025-11-18 15:02:34.274428,2.67,500,3.34,95.09
2025-11-18 15:01:34.274431,0.17,200,7.03,94.96
2025-11-18 15:00:34.274433,0.27,200,2.28,99.19
2025-11-18 14:59:34.274435,0.58,200,2.96,92.94
2025-11-18 14:58:34.274438,1.59,500,4.1,92.53
2025-11-18 14:57:34.274441,0.6,200,5.77,91.16
2025-11-18 14:56:34.274444,0.83,500,8.24,97.89
2025-11-18 14:55:34.274446,2.02,200,9.05,90.77
2025-11-18 14:54:34.274449,0.68,200,7.36,96.33
2025-11-18 14:53:34.274451,1.23,200,0.61,99.08
2025-11-18 14:52:34.274454,2.64,200,0.98,90.31
2025-11-18 14:51:34.274456,0.67,200,3.65,91.62
2025-11-18 14:50:34.274459,2.7,200,3.7,91.06
2025-11-18 14:49:34.274461,1.77,500,1.84,99.47
2025-11-18 14:48:34.274464,0.69,200,6.39,92.52
2025-11-18 14:47:34.274466,2.7,200,1.58,98.6
2025-11-18 14:46:34.274469,0.71,200,9.22,97.18
2025-11-18 14:45:34.274471,1.91,200,7.48,92.19
2025-11-18 14:44:34.274474,0.85,500,6.62,91.32
2025-11-18 14:43:34.274476,2.48,200,7.16,95.07
2025-11-18 14:42:34.274479,2.92,200,2.5,92.49
2025-11-18 14:41:34.274481,2.67,500,3.75,95.52
2025-11-18 14:40:34.274484,2.05,200,7.93,96.42
2025-11-18 14:39:34.274486,2.26,200,4.79,93.48
2025-11-18 14:38:34.274489,0.61,200,5.69,96.84
2025-11-18 14:37:34.274491,2.11,200,8.7,92.78
2025-11-18 14:36:34.274494,1.84,200,0.04,96.32
2025-11-18 14:35:34.274497,2.18,200,7.44,96.19
2025-11-18 14:34:34.274499,2.73,500,8.95,98.54
2025-11-18 14:33:34.274502,0.7,200,1.31,92.22
2025-11-18 14:32:34.274507,0.89,200,2.0,92.22
2025-11-18 14:31:34.274509,1.95,200,1.17,91.99
2025-11-18 14:30:34.274512,2.76,500,7.01,93.71
2025-11-18 14:29:34.274514,2.29,200,9.04,97.1
2025-11-18 14:28:34.274517,0.21,200,9.58,97.76
2025-11-18 14:27:34.274519,1.94,200,1.1,92.9
2025-11-18 14:26:34.274521,0.68,500,6.25,99.35
2025-11-18 14:25:34.274524,0.39,200,6.09,92.03
2025-11-18 14:24:34.274526,2.21,200,4.31,91.42
2025-11-18 14:23:34.274529,2.86,200,7.91,93.29
2025-11-18 14:22:34.274531,1.87,200,3.45,98.71
2025-11-18 14:21:34.274536,2.76,200,7.55,92.52
2025-11-18 14:20:34.274538,1.62,200,4.6,95.5
2025-11-18 14:19:34.274541,2.57,500,9.58,92.85
2025-11-18 14:18:34.274543,2.82,200,6.85,92.71
2025-11-18 14:17:34.274546,0.52,200,0.74,92.73
2025-11-18 14:16:34.274548,1.74,200,6.81,96.39
2025-11-18 14:15:34.274551,0.15,200,7.53,93.75
2025-11-18 14:14:34.274554,1.35,200,1.86,93.5
2025-11-18 14:13:34.274556,1.53,200,1.51,96.86
2025-11-18 14:12:34.274559,2.95,200,1.77,92.05
2025-11-18 14:11:34.274561,1.23,200,7.13,96.48
2025-11-18 14:10:34.274564,1.94,500,8.15,98.02
2025-11-18 14:09:34.274566,1.88,200,6.32,99.96
